job_name,job_company,job_region,job_exp,job_edu,job_salary,job_company_type,job_company_pernum
系统诊断工程师,浪潮集团有限公司,北京,1-3年,本科,15K-20K,国企,10000人以上
Data Analytics Platform Engineer/数据分析平台工程师_CS,博世（中国）投资有限公司,上海,5-10年,本科,薪资面议,外商独资,10000人以上
大数据工程师,广州永融科技股份有限公司,广州,经验不限,本科,10K-15K,民营,100-499人
编程老师（郑州）,杭州编程少年教育科技有限公司,郑州-金水区,1-3年,本科,6K-10K,民营,20-99人
数据分析,指南者教育 （北京）,南京,无经验,硕士,2K-4K,民营,20-99人
银行SAS/R/,深圳市长亮科技股份有限公司,武汉,经验不限,本科,10K-20K,上市公司,1000-9999人
 少儿编程老师/,西安恩飞企业文化传播有限公司,西安,无经验,大专,4K-8K,民营,20-99人
测试工程师,中软国际科技服务有限公司深圳分公司,北京-海淀区,1-3年,大专,薪资面议,上市公司,10000人以上
bioinformatics data scientist,上海药明生物技术有限公司,上海,经验不限,本科,15K-20K,合资,1000-9999人
嵌入式软件工程师,中国电子产品可靠性与环境试验研究所(工业和信息化部电子第五研究所)(中国赛宝实验室),广州,经验不限,本科,8K-10K,事业单位,1000-9999人
讲师（高级）,北京千锋互联科技有限公司,郑州,3-5年,本科,20K-35K,民营,500-999人
开发工程师(南京),合肥市合趣网络科技有限公司,南京-雨花台区,3-5年,本科,15K-30K,民营,500-999人
开发工程师,武汉矩融启迅数据科技有限公司,武汉,1-3年,大专,8K-15K,民营,20-99人
资深,陕西速橘丰信息科技有限公司,西安,3-5年,大专,8K-12K,民营,20-99人
数据安全评测工程师（2019SAQ25）,中国信息通信研究院,北京,1-3年,本科,14K-16K,事业单位,1000-9999人
公有云大客户服务经理,南京嘉环科技有限公司,上海,3-5年,大专,12K-20K,民营,1000-9999人
运维工程师,广州对庄企业管理中心(有限合伙),广州,3-5年,大专,8K-10K,合资,20-99人
讲师,北京千锋互联科技有限公司,郑州,1-3年,本科,20K-35K,民营,500-999人
Perl/,中盈优创资讯科技有限公司,南京,3-5年,本科,8K-15K,国企,500-999人
自动化测试工程师,人人公司（Renren Inc．）,武汉-东湖新技术开发区,5-10年,本科,10K-15K,合资,1000-9999人
 后端开发工程师(J11843),绿盟科技,西安-高新技术产业开发区,1-3年,本科,10K-18K,股份制企业,1000-9999人
运维开发工程师SGW09,中国信息通信研究院,北京,3-5年,本科,10K-15K,事业单位,1000-9999人
高级智能云监控研发工程师,科大讯飞股份有限公司,上海,3-5年,本科,30K-50K,股份制企业,1000-9999人
数据分析师,重庆气盖世网络科技有限公司,广州-天河区,3-5年,大专,15K-20K,民营,20-99人
开发工程师助理,郑州悠络客信息技术有限公司,郑州,1-3年,中专,3K-5K,民营,20-99人
开发工程师,合肥市合趣网络科技有限公司,南京,5-10年,本科,20K-30K,民营,500-999人
开发工程师,威讯柏睿数据科技(北京)有限公司,武汉-洪山区,3-5年,本科,15K-20K,民营,20-99人
开发（云计算、大数据）华为产品线,陕西速橘丰信息科技有限公司,西安,无经验,大专,4K-6K,民营,20-99人
高级java开发工程师SGW11,中国信息通信研究院,北京,1-3年,本科,10K-15K,事业单位,1000-9999人
运维开发工程师,湖北亿咖通科技有限公司,上海-徐汇区,3-5年,本科,20K-30K,民营,1000-9999人
实施工程师,润建股份有限公司,广州-天河区,1-3年,大专,8K-10K,股份制企业,1000-9999人
人工智能/机器学习（可实习）,郑州金科实业有限公司,郑州,经验不限,大专,4K-6K,民营,不限
开发工程师,浙江极智通信科技股份有限公司,南京,1-3年,本科,10K-15K,股份制企业,1000-9999人
开发工程师,武汉五八企服企业服务有限公司,武汉,1-3年,大专,6K-10K,合资,100-499人
开发工程师/爬虫/后端工程师,西安同美信息科技有限公司,西安-雁塔区,3-5年,本科,8K-10K,民营,20-99人
大数据科研工程师SYD12,中国信息通信研究院,北京-海淀区,1-3年,硕士,10K-15K,事业单位,1000-9999人
系统软件工程师,径卫视觉科技(上海)有限公司,上海-杨浦区,3-5年,本科,15K-25K,民营,100-499人
软件及产品支持工程师,海克斯康测量技术（青岛）有限公司,广州,3-5年,学历不限,15K-20K,合资,500-999人
-,郑州加利亚电子科技有限公司,郑州,无经验,大专,4K-6K,上市公司,100-499人
开发,北京腾信软创科技股份有限公司,南京,1-3年,大专,10K-15K,股份制企业,1000-9999人
高级,武汉海星通技术股份有限公司,武汉,3-5年,本科,13K-16K,股份制企业,20-99人
少儿编程老师/,杭州学涯教育咨询有限公司,西安,1-3年,大专,4K-8K,民营,20-99人
数据挖掘工程师（应届留学可落户）,北京思特奇信息技术股份有限公司,北京,3-5年,本科,20K-30K,上市公司,1000-9999人
内存测试工程师（驻场）,中科创达软件股份有限公司,上海,经验不限,本科,10K-15K,合资,500-999人
AI算法工程师,广州市申迪计算机系统有限公司,广州-越秀区,1-3年,硕士,15K-30K,民营,100-499人
开发实习生,郑州汇之众网络科技有限公司,郑州,经验不限,大专,6K-8K,民营,20-99人
开发工程师（雨花台区）,迪原创新(北京)科技有限公司,南京,1-3年,本科,10K-15K,民营,100-499人
开发工程师,汉谷云智(武汉)科技有限公司,武汉,1-3年,本科,6K-12K,股份制企业,20-99人
开发,西安盛世豪科网络科技有限公司,西安,经验不限,大专,4K-6K,民营,20-99人
数据分析高级经理-L00203,京东数字科技控股有限公司  ,北京,5-10年,本科,15K-25K,外商独资,1000-9999人
车载测试工程师（驻场）,中科创达软件股份有限公司,上海,经验不限,本科,10K-15K,合资,500-999人
c++后端开发工程师,广州四三九九信息科技有限公司,广州,经验不限,本科,12K-24K,民营,1000-9999人
实习生（双休+五险一金）,郑州悠络客信息技术有限公司,郑州,无经验,大专,2K-4K,民营,20-99人
高级,南京亚信网络科技有限公司,南京-雨花台区,1-3年,本科,15K-24K,民营,1000-9999人
后端开发（JAVA，C++，C#，,思特沃克软件技术(西安)有限公司,武汉-洪山区,3-5年,本科,15K-20K,外商独资,1000-9999人
[ATCC],埃森哲(中国)有限公司,西安,5-10年,大专,薪资面议,外商独资,1000-9999人
研究室/研究员,北京市京师社会工作事务所,北京,3-5年,博士,6.5K-13K,其它,20-99人
高级云计算研发工程师,科大讯飞股份有限公司,上海,3-5年,本科,30K-50K,股份制企业,1000-9999人
高级容器运维开发工程师,广州博鳌纵横网络科技有限公司,广州,3-5年,本科,15K-30K,合资,1000-9999人
高级开发工程师,郑州悉知信息科技股份有限公司,郑州-高新区,3-5年,大专,8K-15K,股份制企业,100-499人
开发工程师（初级开发工程师）,安擎(天津)计算机有限公司,南京-雨花台区,经验不限,大专,5.5K-8.5K,民营,100-499人
开发工程师,武汉云台数据有限公司,武汉,1-3年,大专,8K-12K,股份制企业,20-99人
实习岗,成都迈锐特信息技术有限公司西安分公司,西安,经验不限,大专,4K-7K,民营,20-99人
算法工程师数据挖掘,友和利德(天津)科技有限公司北京分公司,北京,3-5年,本科,15K-20K,民营,20-99人
Test Engineer (ADAS)/测试工程师_RBEI,博世（中国）投资有限公司,上海,1-3年,学历不限,薪资面议,外商独资,10000人以上
安全研究员（广州）,杭州安恒信息技术股份有限公司,广州-天河区,3-5年,本科,15K-30K,民营,1000-9999人
Web软件开发实习生/定岗培养,河南佳易互动科技有限公司,郑州,无经验,大专,4K-6K,民营,100-499人
开发工程师,南京锐意企创网络科技有限公司,南京,1-3年,本科,8K-10K,民营,20-99人
工程师,联兴建设湖北有限公司,武汉,3-5年,大专,5K-10K,民营,100-499人
开发实习生/应届生,西安盛世豪科网络科技有限公司,西安,经验不限,大专,4K-6K,民营,20-99人
手机安全研究员（2019SZD11）,中国信息通信研究院,北京,无经验,硕士,9K-14K,事业单位,1000-9999人
资深技术美术师TA,完美世界(北京)软件有限公司,上海-杨浦区,5-10年,大专,30K-50K,上市公司,1000-9999人
自然语言处理工程师,合肥美的电冰箱有限公司,广州-番禺区,3-5年,硕士,20K-30K,上市公司,10000人以上
开发工程师助理,郑州悠络客信息技术有限公司,郑州,经验不限,中专,4K-6K,民营,20-99人
开发工程师,南京硅基智能科技有限公司,南京,3-5年,本科,20K-35K,民营,100-499人
开发工程师（应届毕业生）,威讯柏睿数据科技(北京)有限公司,武汉-洪山区,经验不限,本科,8K-15K,民营,20-99人
少儿,西安学码教育科技有限公司,西安,1-3年,本科,6K-10K,民营,100-499人
人工智能开发工程师,清华大学微电子学研究所,北京,经验不限,本科,15K-20K,其它,100-499人
Test Solution Architect (HMI)/测试解决方案架构师_RBEI,博世（中国）投资有限公司,上海,5-10年,本科,薪资面议,外商独资,10000人以上
配置管理工程师,上海泓智信息科技有限公司,广州-天河区,1-3年,大专,8K-10K,上市公司,100-499人
开发工程师--可实习,河南数王软件科技有限公司,郑州,经验不限,大专,4K-6K,上市公司,500-999人
,北京腾信软创科技股份有限公司,南京,3-5年,大专,10K-15K,股份制企业,1000-9999人
开发工程师,武汉维普科技有限公司,武汉,经验不限,学历不限,6K-8K,民营,20-99人
资深系统开发工程师,陕西速橘丰信息科技有限公司,西安,3-5年,大专,8K-13K,民营,20-99人
移动应用安全工程师（2019SAQ26）,中国信息通信研究院,北京,1-3年,本科,12K-14K,事业单位,1000-9999人
C++课程研发,上海傲梦网络科技有限公司,上海,1-3年,本科,8K-15K,民营,500-999人
数据库开发工程师-金融行业,深圳市德科信息技术有限公司广州分公司,广州-天河区,1-3年,本科,10K-15K,股份制企业,1000-9999人
开发工程师,珠海高凌信息科技股份有限公司,郑州-金水区,3-5年,本科,8K-15K,民营,100-499人
开发,北京海天起点技术服务股份有限公司,南京-雨花台区,3-5年,大专,12K-20K,民营,100-499人
开发工程师,武汉海星通技术股份有限公司,武汉,1-3年,大专,7K-10K,股份制企业,20-99人
银行SAS/R/,深圳市长亮科技股份有限公司,西安,经验不限,本科,10K-20K,上市公司,1000-9999人
高级C++开发工程师(能力平台),北京捷通华声科技股份有限公司,北京,3-5年,本科,15K-30K,民营,100-499人
Research Scientist Computer Vision & Industry 4.0,博世（中国）投资有限公司,上海,经验不限,硕士,薪资面议,外商独资,10000人以上
测试工程师,文思海辉技术有限公司 Pactera Technology International Limited,广州,1-3年,大专,薪资面议,外商独资,10000人以上
讲师,河南泽睿信息技术有限公司,郑州,3-5年,本科,8K-15K,其它,20-99人
,易宝软件科技(南京)有限公司,南京-雨花台区,3-5年,本科,10K-15K,上市公司,1000-9999人
讲师,河南蓝狐文化传播有限公司,武汉,1-3年,本科,8K-10K,民营,100-499人
培训讲师,西安若恩教育科技有限公司,西安,3-5年,本科,6K-12K,民营,20-99人
运维工程师,北京捷通华声科技股份有限公司,北京,3-5年,本科,10K-20K,民营,100-499人
模型专家,中国大地财产保险股份有限公司,上海,5-10年,本科,15K-20K,国企,500-999人
自然语言处理高级工程师,广州天鹏计算机科技有限公司,广州,1-3年,硕士,15K-20K,民营,100-499人
开发工程师助理--可实习,河南数王软件科技有限公司,郑州,经验不限,大专,4K-6K,上市公司,500-999人
开发工程师,南京硅基智能科技有限公司,南京,3-5年,本科,20K-30K,民营,100-499人
讲师,武汉厚溥信息技术有限公司,武汉,1-3年,本科,10K-15K,民营,500-999人
开发工程师,陕西三金电梯配件有限公司,西安,1-3年,大专,5K-8K,民营,20-99人
软件开发工程师(Linux方向),北京万里红科技股份有限公司,北京,1-3年,本科,8K-15K,股份制企业,100-499人
Research Scientist Autonomous Driving(Maps&Symbols),博世（中国）投资有限公司,上海,经验不限,硕士,薪资面议,外商独资,10000人以上
运维工程师-信息技术公司,北京神州泰岳软件股份有限公司,广州,1-3年,本科,7K-10K,民营,1000-9999人
开发,中软国际科技服务有限公司深圳分公司,郑州,3-5年,大专,薪资面议,上市公司,10000人以上
高级开发工程师,中盈优创资讯科技有限公司,南京,1-3年,本科,10K-15K,国企,500-999人
开发工程师,北京知达客信息技术有限公司,武汉-江夏区,3-5年,本科,10K-15K,民营,100-499人
开发工程师,闪电狗科技有限公司,西安,3-5年,本科,10K-15K,民营,100-499人
运维工程师,新时代证券股份有限公司,北京-海淀区,1-3年,本科,15K-20K,股份制企业,1000-9999人
Test Engineer(HMI)/测试工程师_RBEI,博世（中国）投资有限公司,上海,经验不限,学历不限,薪资面议,外商独资,10000人以上
音视频工程师-视频组,北京天盛京享科技有限公司,广州,3-5年,本科,25K-45K,民营,20-99人
 数据分析/人工智能,河南野人智能科技有限公司,郑州,1-3年,本科,6K-8K,民营,20-99人
运维工程师,南京硅基智能科技有限公司,南京,经验不限,本科,15K-25K,民营,100-499人
"对日软件开发(SAP,IOS,",比自特株式会社,武汉,3-5年,本科,12K-24K,外商独资,20-99人
开发工程师,软通动力信息技术(集团)有限公司,西安,1-3年,本科,6K-12K,上市公司,10000人以上
Linux 研发工程师（C/C++）,北京万里红科技股份有限公司,北京-海淀区,3-5年,本科,15K-20K,股份制企业,100-499人
交通控制工程师,上海电科智能系统股份有限公司,上海,经验不限,硕士,8K-10K,国企,100-499人
中高级推荐算法工程师,广州道然信息科技有限公司,广州,3-5年,本科,15K-25K,民营,100-499人
急聘,河南数王软件科技有限公司,郑州,无经验,大专,4K-6K,民营,500-999人
开发工程师（赴Honeywell）,上海微创软件股份有限公司,南京,3-5年,大专,10K-12K,合资,1000-9999人
讲师,大连东软睿道教育信息服务有限公司,武汉-东西湖区,5-10年,本科,15K-20K,上市公司,1000-9999人
高级讲师,西安飞凡网络技术咨询有限公司,西安,1-3年,大专,8K-10K,民营,100-499人
测试开发工程师---接口服务测试,北京大生知行科技有限公司,北京,5-10年,大专,15K-25K,上市公司,1000-9999人
Data Scientist,Michael Page,上海,无经验,硕士,薪资面议,外商独资,1000-9999人
产品研发总监,广州酷码教育咨询有限公司,广州,5-10年,本科,10K-15K,民营,20-99人
开发工程师,河南电联通信技术有限公司,郑州-金水区,1年以下,大专,4K-8K,股份制企业,100-499人
初级,南京正诺软件技术有限公司,南京,经验不限,大专,2K-4K,民营,100-499人
开发工程师（后端）,任子行网络技术股份有限公司,武汉-洪山区,3-5年,本科,10K-13K,上市公司,1000-9999人
java/,北京托普云数据技术有限公司,西安,无经验,大专,6K-8K,股份制企业,100-499人
大数据开发工程师,爱康国宾集团,北京-朝阳区,5-10年,本科,20K-40K,外商独资,1000-9999人
应用运维高级专员,上汽通用汽车金融有限责任公司,上海-浦东新区,5-10年,本科,15K-20K,合资,500-999人
系统运维岗（开发方向）,广州期货股份有限公司,广州,经验不限,本科,8.4K-12.5K,股份制企业,100-499人
银行SAS/R/,深圳市长亮科技股份有限公司,郑州,经验不限,本科,10K-20K,上市公司,1000-9999人
工程师,诚迈科技(南京)股份有限公司,南京-雨花台区,1-3年,本科,8K-16K,外商独资,1000-9999人
开发工程师(J10665),绿盟科技,武汉,1-3年,本科,10K-15K,股份制企业,1000-9999人
开发工程师,杭州洋驼网络科技有限公司,西安-高新技术产业开发区,5-10年,本科,12K-18K,民营,1000-9999人
系统运维中级工程师,福建新大陆软件工程有限公司,北京-昌平区,3-5年,本科,10K-20K,民营,1000-9999人
软件测试工程师（上海）,华讯网络系统有限公司,上海,3-5年,本科,8K-15K,国企,1000-9999人
自然语言处理工程师,广州市讯码通讯科技有限公司,广州,1-3年,硕士,15K-25K,民营,100-499人
开发工程师,河南省科润信息技术有限公司,郑州,3-5年,本科,4K-6K,民营,20-99人
.Net程序员 C#软件工程师 ,南京佑佐管理咨询有限公司,南京,经验不限,本科,5K-10K,民营,20-99人
开发工程师,北京蓝海略科技有限责任公司,武汉,3-5年,本科,13K-20K,民营,20-99人
讲师,河南蓝狐文化传播有限公司,西安,1-3年,本科,8K-10K,民营,100-499人
中/高级java开发工程师,北京中润普达信息技术有限公司,北京,3-5年,本科,15K-20K,民营,100-499人
BIM工程师,北京江河幕墙系统工程有限公司,上海,经验不限,本科,7K-12K,上市公司,1000-9999人
高级运维工程师,广州易幻网络科技有限公司,广州-天河区,3-5年,大专,10K-15K,上市公司,500-999人
/爬虫工程师,郑州好玩教育科技有限公司,郑州,1-3年,本科,6K-10K,民营,100-499人
开发工程师,南京首畅信息工程有限公司,南京,1-3年,本科,15K-25K,民营,20-99人
开发工程师,武汉睿舟海铭企业管理咨询有限公司,武汉-东湖新技术开发区,经验不限,学历不限,8K-16K,民营,100-499人
开发工程师,陕西卡趣网络科技有限公司,西安,3-5年,本科,6K-12K,民营,20-99人
算法工程师(J10976),北京河狸家信息技术有限公司,北京,5-10年,本科,50K-70K,民营,500-999人
IT Analyst Programmer,硕达（上海）国际货运有限公司,上海,3-5年,大专,12K-18K,外商独资,500-999人
大数据分析与挖掘工程师,广州广电运通金融电子股份有限公司,广州,3-5年,本科,10K-20K,上市公司,10000人以上
讲师,河南蓝鸥科技有限公司,郑州-高新区,3-5年,大专,10K-15K,民营,500-999人
开发工程师,孩子王儿童用品股份有限公司,南京,3-5年,本科,10K-20K,民营,10000人以上
开发工程师,武汉楚风文化信息咨询有限公司,武汉,经验不限,学历不限,8K-16K,民营,100-499人
工程师,华软汇智（北京）国际软件技术研究院,西安-雁塔区,经验不限,本科,4K-6K,股份制企业,100-499人
资深数字设计工程师0831,北京兆易创新科技股份有限公司,北京,3-5年,硕士,薪资面议,上市公司,100-499人
系统配置管理员,上海网达软件股份有限公司,上海,1-3年,本科,6K-12K,上市公司,500-999人
数据分析师,广州筷子信息科技有限公司,广州-越秀区,1-3年,本科,6K-10K,民营,100-499人
运维,郑州平氏伟业商贸有限公司,郑州-二七区,1-3年,大专,4K-6K,民营,100-499人
开发工程师（南京）-开放平台部,中移物联网有限公司,南京,1-3年,本科,10K-15K,其它,10000人以上
算法,武汉市金德机电设备技术发展有限公司,武汉,1-3年,学历不限,6K-8K,民营,100-499人
开发工程师,摩石环球科技有限公司,西安,1-3年,本科,6K-8K,外商独资,20-99人
基础平台运维（CX-T-20190412-X2)09160917,太极计算机股份有限公司,北京,3-5年,本科,10K-15K,国企,1000-9999人
系统开发工程师,光大期货有限公司,上海-徐汇区,3-5年,本科,15K-25K,国企,500-999人
数据开发工程师、数据库管理员,广州迅易科技有限公司,广州-海珠区,3-5年,大专,10K-18K,民营,20-99人
少儿编程课程研发  ,河南省编程科技有限公司,郑州,1-3年,本科,6K-8K,民营,20-99人
开发,南京鼎阳机电设备有限公司,南京,3-5年,大专,7K-14K,民营,100-499人
讲师,湖北智游臻龙教育科技有限公司,武汉,1-3年,大专,8K-10K,民营,100-499人
爬虫工程高级,陕西卡趣网络科技有限公司,西安,3-5年,本科,15K-20K,民营,20-99人
高级测试工程师,东方网力科技股份有限公司,北京-朝阳区,3-5年,本科,10K-15K,上市公司,500-999人
RPA Development Lead,瑞银企业管理(中国)有限公司无锡分公司,上海,经验不限,本科,薪资面议,外商独资,10000人以上
在线课程专员/助教,广州英荔教育科技有限公司,广州-天河区,经验不限,学历不限,6K-8K,外商独资,20-99人
,河南蜗跑电子科技有限公司,郑州,3-5年,大专,8K-15K,股份制企业,不限
开发工程师,小诚(北京)文化传媒有限公司,南京-秦淮区,1-3年,大专,6K-12K,民营,100-499人
 开发工程师,深圳市前海金沃客信息科技有限公司,武汉,3-5年,大专,20K-30K,民营,100-499人
讲师,北京千锋互联科技有限公司成都分公司,西安,3-5年,大专,15K-20K,民营,500-999人
专业服务工程师,北京升鑫网络科技有限公司,北京,3-5年,本科,15K-20K,民营,20-99人
后端开发工程师,薇凯医疗美容,上海,3-5年,本科,15K-18K,民营,500-999人
算法工程师,恒安嘉新(北京)科技股份公司,广州-天河区,3-5年,本科,20K-30K,民营,500-999人
助教,河南蓝鸥科技有限公司,郑州-高新区,1-3年,本科,4K-6K,民营,500-999人
开发,江苏激扬软件有限公司,南京,1-3年,本科,6K-8K,民营,100-499人
开发工程师,武汉指尖优品互联网技术有限公司,武汉,1-3年,大专,9K-14K,民营,100-499人
工程师,陕西万山信息科技有限公司,西安,1-3年,本科,8K-10K,民营,100-499人
移动端测试高级,深圳市拓保软件有限公司,北京,3-5年,本科,10K-15K,民营,100-499人
大数据应用工程师大数据应用工程师,上海仁童电子科技有限公司,上海,1-3年,硕士,20K-30K,民营,1000-9999人
数据智能顾问 -开发专家 - 风控-广州/深圳 ,普华永道中天会计师事务所(特殊普通合伙)北京分所,广州,1-3年,本科,薪资面议,外商独资,1000-9999人
开发工程师,郑州科瑞思拓软件科技有限公司,郑州,3-5年,大专,8K-10K,民营,100-499人
开发实习生（接受无经验）,南京巅峰数据服务有限公司,南京,1年以下,大专,4K-6K,民营,20-99人
渗透测试工程师,湖北星野科技发展有限公司,武汉-武昌区,经验不限,大专,4.5K-6.5K,民营,20-99人
实习岗,西安钱浩网络科技有限公司,西安,经验不限,大专,4K-6K,民营,20-99人
OpenStack存储研发工程师,深圳市拓保软件有限公司,北京,1-3年,本科,10K-15K,民营,100-499人
Java开发工程师,上海取势网络科技有限公司,上海-嘉定区,经验不限,学历不限,10K-15K,民营,20-99人
高级技术支持,云宏信息科技股份有限公司,广州-天河区,3-5年,本科,10K-18K,上市公司,100-499人
java/,北京托普云数据技术有限公司,郑州-高新区,无经验,大专,6K-8K,股份制企业,100-499人
工程师,南京新立讯科技股份有限公司,南京,1-3年,本科,10K-15K,上市公司,100-499人
研发工程师,星云海数字科技股份有限公司,武汉,3-5年,大专,8K-12K,民营,100-499人
"对日软件开发(SAP,IOS,",比自特株式会社,西安,3-5年,本科,12K-24K,外商独资,20-99人
开发工程师（ZY-T-20190505-S2)0978,太极计算机股份有限公司,北京,3-5年,本科,15K-20K,国企,1000-9999人
高级后端开发工程师,上海仁童电子科技有限公司,上海,无经验,本科,15K-20K,民营,1000-9999人
测试工程师,广州枫车电子商务有限公司,广州,1-3年,大专,8K-10K,民营,100-499人
Scratch/,上海翱耘信息技术有限公司郑州分公司,郑州-郑东新区 ,1-3年,大专,10K-15K,民营,20人以下
JAVA开发/,南京力众企业管理咨询有限公司,南京-江宁区,3-5年,本科,10K-12K,民营,20-99人
算法工程师,北京精英路通科技有限公司武汉分公司,武汉,1-3年,硕士,15K-20K,民营,20-99人
IT培训讲师,北京中公教育科技股份有限公司-陕西,西安,,本科,面议,民营,500-999人
图像算法工程师,北京中鼎高科自动化技术有限公司,北京-通州区,3-5年,本科,10K-15K,民营,100-499人
Kubernetes研发工程师,浙江九州云信息科技有限公司,上海-黄浦区,经验不限,本科,15K-30K,民营,100-499人
系统测试工程师,威创集团股份有限公司,广州-萝岗区,3-5年,本科,8K-15K,上市公司,500-999人
  GIS开发工程师,河南奥菲斯电子科技有限公司,郑州,1-3年,本科,8K-10K,股份制企业,20-99人
开发工程师,江苏开博信息科技有限公司,南京,3-5年,大专,8K-10K,民营,20-99人
+人工智能讲师,武汉华嵌科技有限公司,武汉,1-3年,硕士,8K-10K,民营,20-99人
开发工程师（ROS）(J10395),绿盟科技,西安,1-3年,本科,8K-12K,股份制企业,1000-9999人
数据挖掘工程师,北京吉因加科技有限公司,北京,经验不限,本科,8K-10K,民营,100-499人
软件工程师,上海九高节能技术股份有限公司,上海,3-5年,本科,6K-8K,股份制企业,20-99人
空气质量模式助理工程师,广州市香港科大霍英东研究院,广州-南沙区,无经验,本科,6K-8K,其它,100-499人
开发工程师,郑州方圆信息技术有限公司,郑州,1-3年,本科,4K-8K,股份制企业,20-99人
高级开发工程师,浙江嘉科信息科技有限公司,南京,1-3年,硕士,10K-15K,国企,20-99人
服务端开发工程师,北京金山办公软件股份有限公司,武汉,3-5年,本科,15K-30K,民营,500-999人
开发实习生（西安）(J10070),绿盟科技,西安-高新技术产业开发区,无经验,本科,3K-4K,股份制企业,1000-9999人
测试工程师,新道科技股份有限公司,北京,3-5年,本科,15K-20K,民营,500-999人
交易系统开发工程师,上海煦升企业管理咨询有限公司,上海-浦东新区,1年以下,硕士,30K-50K,民营,20-99人
运维工程师,广州道然信息科技有限公司,广州-天河区,3-5年,本科,12K-18K,民营,100-499人
讲师,腾迅互联(北京)科技有限公司郑州分公司,郑州,1-3年,大专,10K-15K,股份制企业,100-499人
 ,江苏激扬软件有限公司,南京,3-5年,本科,6K-8K,民营,100-499人
NLP-算法工程师,北京金山办公软件股份有限公司,武汉,经验不限,本科,20K-40K,民营,500-999人
,杭州世平信息科技有限公司,西安-高新技术产业开发区,3-5年,大专,8K-15K,民营,100-499人
推荐算法工程师,北京国鼎源创智能科技有限公司,北京,3-5年,本科,20K-30K,民营,20人以下
后台程序开发,淮安经济技术开发区中企泽熙职业培训学校有限公司,上海,3-5年,本科,10K-15K,其它,20-99人
技术服务工程师,广州中国科学院软件应用技术研究所,广州,无经验,本科,4K-8K,事业单位,100-499人
java/,郑州信大天瑞信息技术有限公司,郑州-高新区,3-5年,本科,8K-10K,民营,20-99人
工程师,江苏泰赋星通信技术有限公司,南京,1-3年,大专,6K-8K,民营,20-99人
数据挖掘工程师,北京合力亿捷科技股份有限公司,武汉-江汉区,3-5年,本科,10K-20K,上市公司,100-499人
日语Java/,Uniqsys优尼卡日本株式会社,西安,经验不限,本科,15K-30K,外商独资,20-99人
nodejs 工程师(001294),空中网,北京,3-5年,本科,10K-15K,上市公司,1000-9999人
OpenShift研发工程师,浙江九州云信息科技有限公司,上海-黄浦区,经验不限,本科,15K-30K,民营,100-499人
500强公司大数据工程师（派驻华为）,北京外企德科人力资源服务上海有限公司,广州-越秀区,3-5年,大专,10K-20K,合资,1000-9999人
诚聘,河南瑞子电子科技有限公司,郑州,经验不限,大专,3.6K-5.8K,上市公司,100-499人
高薪,南京网博汇智信息技术服务有限公司,南京,经验不限,大专,6K-8K,民营,100-499人
运维工程师,武汉成长无限网络科技有限公司,武汉,3-5年,本科,8K-10K,民营,20-99人
讲师,陕西云谷教育科技有限公司,西安,1-3年,本科,6K-8K,民营,20-99人
云开发工程师(000941),启迪国信科技有限公司,北京,5-10年,本科,15K-20K,民营,100-499人
安全工程师,上海昌投网络科技有限公司,上海,3-5年,本科,10K-20K,民营,100-499人
人工智能应用工程师,清华珠三角研究院,广州,经验不限,本科,10K-15K,事业单位,100-499人
讲师,腾迅互联(北京)科技有限公司郑州分公司,郑州,1-3年,大专,8K-15K,股份制企业,100-499人
开发实习生,南京巅峰数据服务有限公司,南京,经验不限,大专,2K-4K,民营,20-99人
工业物联网应用及平台QA经理,台达电子企业管理(上海)有限公司,武汉,5-10年,硕士,20K-25K,外商独资,500-999人
高级讲师,西安益康特信息科技有限公司,西安,1-3年,本科,10K-15K,民营,不限
高级推荐算法工程师,北京立志博达科技有限公司,北京,5-10年,本科,50K-70K,合资,500-999人
整车测试工程师,上海挚飞信息科技有限公司,上海,3-5年,大专,10K-15K,民营,20-99人
基站网管开发经理,深圳市拓展信息咨询有限公司,广州-天河区,5-10年,本科,25K-45K,民营,20-99人
java + ,北京托普云数据技术有限公司,郑州,无经验,学历不限,8K-10K,股份制企业,100-499人
开发工程师,杭州三汇数字信息技术有限公司南京分公司,南京,3-5年,本科,10K-15K,民营,1000-9999人
移动端开发工程师,福建顶点软件股份有限公司,武汉,1-3年,本科,7K-14K,股份制企业,500-999人
开发工程师,西安胡门网络技术有限公司,西安,3-5年,本科,5K-8K,民营,20-99人
前端开发工程师(000950),高伟达软件股份有限公司,北京,3-5年,本科,10K-15K,外商独资,1000-9999人
前端工程师,上海煜喜环保科技有限公司,上海-普陀区,无经验,大专,6K-8K,不限,100-499人
运维工程师（兼DBA）,金蝶医疗软件科技有限公司,广州,3-5年,本科,8K-15K,民营,100-499人
开发工程师,郑州创恒实业有限公司,郑州,1-3年,大专,5K-10K,民营,100-499人
前端工程师,江苏激扬软件有限公司,南京,3-5年,本科,6K-8K,民营,100-499人
DevOps高级工程师,台达电子企业管理(上海)有限公司,武汉,5-10年,本科,15K-20K,外商独资,500-999人
IT培训讲师,北京中公教育科技有限公司陕西分公司,西安,经验不限,本科,8K-15K,股份制企业,10000人以上
急聘/写手/计算机/电气/软件/通信,湖北天恒文化传媒有限公司,北京-西城区,经验不限,本科,15K-20K,民营,20-99人
