job_name,job_company,job_region,job_exp,job_edu,job_salary,job_company_type,job_company_pernum
测试工程师（校招）,广州凡科互联网科技股份有限公司,广州,无经验,本科,6K-8K,上市公司,100-499人
开发工程师,北京金色华勤数据服务有限公司,北京,经验不限,学历不限,15K-20K,民营,100-499人
Engineer- Data Lifecycle Evolution,澳新银行营运服务(成都)有限公司,成都,经验不限,学历不限,薪资面议,外商独资,500-999人
测试开发工程师,杭州三汇数字信息技术有限公司,杭州,3-5年,本科,薪资面议,民营,1000-9999人
嵌入式软件工程师,明思(上海)软件技术有限公司,深圳,5-10年,本科,18K-25K,外商独资,100-499人
物联网开发工程师,威瑞（天津）机电有限公司,天津,1-3年,本科,6K-10K,外商独资,20-99人
大数据开发工程师,上海北溟数据科技有限公司,上海,3-5年,本科,8K-15K,合资,100-499人
材料科学与工程研究员,东莞材料基因高等理工研究院,广州,经验不限,博士,30K-60K,民营,20-99人
Linux C/C++/,北京数盾信息科技有限公司,北京-丰台区,1-3年,本科,12K-20K,民营,100-499人
赴日软件工程师,阳光软件株式会社,成都,经验不限,大专,20K-40K,其它,20-99人
资深数据库工程师,杭州橙鹰数据技术有限公司,杭州-余杭区,3-5年,本科,15K-30K,民营,100-499人
java开发工程师,上海得逸信息技术有限公司深圳分公司,深圳-龙岗区,5-10年,本科,16K-25K,民营,500-999人
数据分析运营经理,未来电视有限公司,天津,1-3年,本科,4K-6K,合资,100-499人
大数据算法专家,阿基米德(上海)传媒有限公司,上海-长宁区,5-10年,博士,30K-50K,国企,20-99人
运维开发工程师,青木数字技术股份有限公司,广州-海珠区,3-5年,本科,10K-15K,民营,500-999人
开发工程师（五路居地铁+集团子公司,北京首都在线科技股份有限公司,北京,1-3年,大专,15K-25K,股份制企业,100-499人
嵌入式产品测试工程师,深圳市艾迪思特信息技术有限公司,成都-青羊区,1-3年,本科,5K-10K,其它,20-99人
大数据平台开发,杭州涂鸦信息技术有限公司,杭州-西湖区,3-5年,本科,13K-20K,民营,1000-9999人
安全工程师,深圳市人人聚财金融信息服务有限公司,深圳,3-5年,本科,15K-25K,民营,1000-9999人
全栈工程师,云讯数据科技(天津)有限公司,天津-河西区,3-5年,本科,10K-15K,民营,20-99人
网站开发工程师,禾璞(上海)商务信息咨询有限公司,上海,3-5年,本科,17K-25K,外商独资,20-99人
运维工程师,上海缘持投资咨询合伙企业(有限合伙),广州-天河区,1-3年,大专,7K-11K,民营,500-999人
2019年应届硕士/可解决户口/,大唐融合通信股份有限公司,北京-东城区,无经验,硕士,2K-3K,国企,100-499人
Linux操作系统测试实习生,成都众软科技有限公司,成都,经验不限,大专,6K-8K,股份制企业,500-999人
C++开发工程师,杭州晟视科技有限公司,杭州,1-3年,本科,8K-15K,民营,20-99人
视觉算法工程师,深圳科卫机器人服务有限公司,深圳,3-5年,硕士,15K-20K,民营,100-499人
诚聘英文文章审核员,广西巴巴去哪电子商务有限公司,天津,经验不限,本科,2K-4K,民营,20人以下
SQL数据库运维工程师,中智上海经济技术合作有限公司,上海-徐汇区,1-3年,大专,10K-15K,国企,1000-9999人
大数据java后端开发工程师,北京源晨动力技术服务有限公司,广州-天河区,1-3年,本科,8K-15K,民营,100-499人
 开发工程师-（NLP方向）,北京奥德塔数据科技有限公司,北京,3-5年,本科,12K-18K,民营,20-99人
Linux系统软件工程师,成都海光集成电路设计有限公司,成都,5-10年,本科,20K-35K,合资,100-499人
测试工程师,杭州智链达数据有限公司,杭州-富阳区,经验不限,本科,4K-6K,民营,20-99人
网络运维工程师,深圳市国际招标有限公司,深圳,1-3年,本科,8K-12K,国企,100-499人
图像识别算法工程师,深圳市布谷鸟科技有限公司,天津-东丽区,经验不限,硕士,15K-30K,民营,100-499人
BI部门经理,上海轻轻信息科技有限公司,上海,5-10年,本科,25K-35K,民营,1000-9999人
中级软件运维工程师,三门峡崤云信息服务股份有限公司,广州,3-5年,大专,5K-8K,国企,20-99人
高级,图玛深维医疗科技(北京)有限公司,北京,5-10年,本科,20K-30K,民营,100-499人
虚拟化开发工程师,成都海光集成电路设计有限公司,成都,5-10年,本科,20K-35K,合资,100-499人
系统运维工程师,杭州云灵科技有限公司,杭州,1-3年,大专,6K-10K,民营,20-99人
php开发工程师,深圳市蛋壳创意科技有限公司,深圳-龙岗区,1-3年,大专,10K-15K,民营,20-99人
中级软件测试工程师（外派天津渣打银行）,北京云拓软创科技有限公司,天津-滨海新区,3-5年,本科,10K-15K,民营,20人以下
推荐算法工程师,阿基米德(上海)传媒有限公司,上海-长宁区,3-5年,硕士,30K-50K,国企,20-99人
游戏客户端开发工程师,广州多益网络股份有限公司,广州,经验不限,学历不限,8K-16K,民营,1000-9999人
后端开发工程师,北京首都在线科技股份有限公司,北京,5-10年,大专,20K-25K,股份制企业,100-499人
软件测试（偏脚本）,成都算力网络科技有限公司,成都-金牛区,经验不限,大专,5K-8K,民营,100-499人
测试工程师,杭州诚淘网络科技有限公司,杭州,1-3年,本科,7K-12K,民营,20-99人
运维工程师（棋牌游戏）,花色互娱(深圳)网络科技有限公司,深圳,3-5年,本科,10K-20K,民营,20-99人
后端逻辑工程师,浙江大学滨海产业技术研究院,天津,1-3年,本科,8K-16K,事业单位,20-99人
测试工具研发工程师,软凯信息科技上海有限公司,上海,1-3年,本科,8K-12K,合资,20-99人
高级性能测试工程师,北京汉克时代科技有限公司,广州-天河区,3-5年,本科,15K-20K,民营,1000-9999人
开发,北京斯普信信息技术有限公司,北京-西城区,3-5年,本科,10K-15K,民营,100-499人
云计算工程师,成都龙渊网络科技有限公司,成都-高新区,经验不限,本科,10K-20K,民营,100-499人
3D动画视效师,杭州华尼动漫有限公司,杭州,3-5年,学历不限,8K-15K,外商独资,20-99人
系统运维工程师,联想云领(成都)科技有限公司,深圳-南山区,1-3年,大专,7K-10K,民营,不限
数据工程师,天津鑫云科技发展有限公司,天津,1-3年,学历不限,4K-6K,民营,20人以下
生物信息工程师,上海基银生物科技有限公司,上海,1-3年,本科,10K-15K,民营,20-99人
  大数据开发经理 ,广州茉莉传媒科技有限公司,广州-越秀区,3-5年,本科,20K-25K,民营,100-499人
工程师,九次方大数据信息集团有限公司,北京-海淀区,3-5年,本科,12K-17K,民营,1000-9999人
自动化测试工程师,互联网域名系统北京市工程研究中心有限公司,成都-高新区,3-5年,本科,10K-15K,民营,100-499人
推荐系统研发工程师,杭州又拍云科技有限公司,杭州,经验不限,大专,10K-15K,民营,100-499人
少儿编程课程研发,深圳市小黑客教育科技有限公司,深圳-福田区,经验不限,大专,7K-14K,民营,20-99人
算法工程师,天津哈工领盛机器人有限公司,天津,3-5年,硕士,15K-20K,不限,20-99人
大数据高级工程师,上海化云科技有限公司,上海-长宁区,5-10年,本科,15K-30K,民营,20-99人
少儿编程研发总监 +上市公司,广州粤嵌通信科技股份有限公司,广州-萝岗区,3-5年,本科,10K-16K,上市公司,500-999人
 Web 开发工程师,乐荐信息科技（北京）有限公司,北京,1-3年,本科,15K-20K,民营,100-499人
虚拟化管理平台软件工程师（成都）,北京凝思软件股份有限公司,成都,1-3年,本科,5K-8K,股份制企业,100-499人
高级C++工程师,杭州瑞隆软件有限公司,杭州,经验不限,学历不限,20K-30K,民营,100-499人
渗透测试工程师,北京独创时代科技有限公司,深圳,1-3年,本科,10K-15K,民营,100-499人
AD and Windows Specialist,天津瀚仕易卓企业管理服务有限公司,天津,3-5年,大专,10K-15K,民营,20人以下
视觉算法工程师,上海酷芯微电子有限公司,上海-杨浦区,经验不限,硕士,20K-35K,外商独资,100-499人
NLP系统架构师,广州太平洋电脑信息咨询有限公司,广州,3-5年,硕士,20K-30K,上市公司,1000-9999人
大数据运营分析,咪咕文化科技有限公司,成都-高新区,3-5年,本科,10K-20K,国企,1000-9999人
集成测试高级工程师,华为技术有限公司,杭州-滨江区,3-5年,本科,薪资面议,民营,10000人以上
资深软件测试工程师,深圳世联行集团股份有限公司,深圳,3-5年,本科,15K-25K,上市公司,1000-9999人
运维工程师,天津华来科技有限公司,天津,1-3年,学历不限,6K-12K,民营,100-499人
汽车电子测试工程师（CAN总线 车载以太网）,思佳科技(北京)有限责任公司,上海,1-3年,学历不限,7.5K-15K,民营,20人以下
大数据高级开发工程师,广州凡科互联网科技股份有限公司,广州,3-5年,本科,13K-26K,上市公司,100-499人
测试工程师,成都管家婆云科技有限公司,成都,3-5年,大专,6K-10K,民营,100-499人
多机交互通信与界面设计工程师,浙江中力机械有限公司,杭州,经验不限,本科,15K-30K,民营,1000-9999人
运维工程师-深圳龙岗/广州,广东钛马车联网信息科技有限公司,深圳-龙岗区,3-5年,本科,12K-24K,民营,100-499人
网络安全工程师,沃德（天津）营养保健品有限公司,天津-东丽区,3-5年,本科,8K-13K,外商独资,100-499人
软件测试工程师,成都中科大旗软件有限公司,成都-高新区,3-5年,本科,8K-10K,民营,100-499人
DevOps工程师,浙江火山口网络科技有限公司,杭州-萧山区,3-5年,本科,8K-13K,民营,100-499人
大数据开发工程师-高级,杭州三汇数字信息技术有限公司天津分公司,天津,经验不限,本科,10K-20K,民营,1000-9999人
web前端开发工程师,北京全路通信信号研究设计院集团有限公司,北京-丰台区,1-3年,本科,10K-15K,国企,1000-9999人
银行自动化测试,文思海辉技术有限公司 Pactera Technology International Limited,成都,1-3年,本科,薪资面议,外商独资,10000人以上
动画TD,杭州黑岩网络科技有限公司,杭州,3-5年,大专,10K-20K,民营,20-99人
区块链开发工程师,广州任事通网络科技有限公司,广州,3-5年,大专,25K-50K,股份制企业,100-499人
嵌入式软件工程师,晶晨半导体科技(北京)有限公司,北京,1-3年,本科,15K-25K,合资,500-999人
SLAM算法工程师,纵目科技(上海)股份有限公司,上海-嘉定区,经验不限,本科,20K-35K,合资,100-499人
自动化测试工程师,武汉佰钧成技术有限责任公司,杭州-西湖区,3-5年,本科,10K-15K,民营,1000-9999人
解决方案经理（广州）,北京旷视科技有限公司,广州,5-10年,本科,15K-25K,民营,1000-9999人
配置管理工程师,中金支付有限公司,北京-丰台区,3-5年,本科,8K-15K,国企,100-499人
信息技术/运维主管,格林豪泰酒店（中国）有限公司,上海,3-5年,本科,10K-15K,外商独资,10000人以上
数学/统计学/助教,广州英荔教育科技有限公司,广州-天河区,经验不限,本科,6K-8K,外商独资,20-99人
JAVA+,中青才智教育投资(北京)有限公司,武汉,经验不限,大专,8K-16K,国企,500-999人
算法工程师,中科星图股份有限公司,北京-海淀区,1-3年,硕士,11K-22K,股份制企业,100-499人
网络工程师,北京源晨动力技术服务有限公司,上海,3-5年,本科,10K-15K,民营,100-499人
高级测试工程师,特百惠（中国）有限公司,广州,5-10年,本科,8K-10K,外商独资,500-999人
（AI人工智能方向）开发实习生,中青才智教育投资(北京)有限公司,武汉,经验不限,大专,8K-16K,国企,500-999人
上位机软件开发工程师,西安盛博飞电子科技有限公司,西安-长安区,3-5年,本科,8K-10K,民营,20-99人
大数据建模工程师,泰康在线财产保险股份有限公司,北京,3-5年,本科,20K-30K,股份制企业,500-999人
数据挖掘工程师,北京金美仕贸易有限公司,上海-徐汇区,1-3年,本科,10K-15K,外商独资,1000-9999人
运维（DBA）工程师,杭州同帆科技有限公司,广州,1-3年,本科,10K-15K,民营,100-499人
.net软件工程师,南京传众网络科技有限公司,南京,3-5年,学历不限,8K-16K,民营,20-99人
讲师（六险一金+双休）,北京金信润天信息技术股份有限公司武汉分公司,武汉,1-3年,本科,8K-15K,股份制企业,100-499人
开发工程师,巴人互动成都网络科技有限公司,西安,1-3年,大专,4K-6K,民营,100-499人
数据分析主管,神州数码医疗科技股份有限公司,北京,5-10年,本科,20K-30K,股份制企业,100-499人
数据分析师,上海理柠贸易有限公司,上海,3-5年,本科,5K-10K,民营,20-99人
云平台运维工程师,赛特斯信息科技股份有限公司,广州-天河区,3-5年,本科,10K-15K,股份制企业,500-999人
java高级开发工程师,河南悟空在线软件科技有限公司,郑州,3-5年,本科,7K-10K,民营,20人以下
JAVA高级开发工程师,江苏南大先腾信息产业股份有限公司,南京-雨花台区,5-10年,本科,10K-15K,上市公司,100-499人
爬虫软件工程师,智慧工匠科技有限公司,武汉,1-3年,本科,8K-16K,民营,20-99人
JAVA+,中青才智教育投资(北京)有限公司,西安,经验不限,大专,8K-16K,国企,500-999人
运维工程师-[北京-石景山],中科软科技股份有限公司,北京-石景山区,3-5年,本科,8K-12K,股份制企业,1000-9999人
游戏客户端,苏州科技城,上海-徐汇区,3-5年,本科,薪资面议,其它,100-499人
软件测试工程师,越亮传奇科技股份有限公司,广州,经验不限,本科,4.5K-6K,合资,500-999人
php工程师,河南八六互联信息技术有限公司,郑州,1-3年,大专,6K-8K,民营,20人以下
